Name,RowId,Description
"Troian Bracelet of Healing",38204,""
"Troian Bracelet of Casting",38205,""
"Troian Ring of Fending",38206,""
"Troian Ring of Slaying",38207,""
"Troian Ring of Aiming",38208,""
"Troian Ring of Healing",38209,""
"Troian Ring of Casting",38210,""
"Irregular Tomestone of Creation",38211,"One of only a few in existence, this Allagan tomestone contains information regarding the nature of existence that most would be happier without.

Can be exchanged with itinerant moogles for certain items. "
"Isle Farmhand's Work Shirt",38212,""
"Isle Farmhand's Cotton Gloves",38213,""
"Isle Farmhand's Widebottoms",38214,""
"Isle Farmhand's Boots",38215,""
"Isle Farmhand's Cutoffs",38216,""
"Isle Explorer's Hat",38217,""
"Isle Explorer's Shirt",38218,""
"Isle Explorer's Leather Halfgloves",38219,""
"Isle Explorer's Trousers",38220,""
"Isle Explorer's Boots",38221,""
"Isle Explorer's Culottes",38222,""
"Noir Hat",38223,""
"Noir Longcoat",38224,""
"Noir Leather Gloves",38225,""
"Noir Slacks",38226,""
"Noir Shoes",38227,""
"Wake Doctor's Mask",38228,""
"Wake Doctor's White Coat",38229,""
"Wake Doctor's Rubber Gloves",38230,""
"Wake Doctor's Bottoms",38231,""
"Wake Doctor's Shoes",38232,""
"Tonberry Head",38233,""
"Tonberry Body",38234,""
"Tonberry Hands",38235,""
"Tonberry Culottes",38236,""
"Tonberry Boots",38237,""
"Fat Cat Hood",38238,""
"Fat Cat Loungewear",38239,"Cannot equip gear to hands."
"Fat Cat Halfslops",38240,""
"Fat Cat Slippers",38241,""
"Fat Cat Shorts",38242,""
"Lawless Enforcer's Hat",38243,""
"Lawless Enforcer's Jacket",38244,""
"Lawless Enforcer's Gloves",38245,""
"Lawless Enforcer's Slacks",38246,""
"Lawless Enforcer's Shoes",38247,""
"Far Northern Headpiece",38248,""
"Far Northern Tunic",38249,""
"Far Northern Felted Gloves",38250,""
"Far Northern Bottoms",38251,""
"Far Northern Boots",38252,""
"Valentione Emissary's Hat",38253,""
"Valentione Emissary's Jacket",38254,""
"Valentione Emissary's Bottoms",38255,""
"Valentione Emissary's Boots",38256,""
"Valentione Emissary's Dress Hat",38257,""
"Valentione Emissary's Ruffled Dress",38258,""
"Valentione Emissary's Culottes",38259,""
"Valentione Emissary's Dress Boots",38260,""
"Melon Pie",38261,"The flaky crust serves as a perfect complement to the thundermelon's sweet-yet-electrifying flesh.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Melon Juice",38262,"Paralyzingly delicious juice freshly squeezed from thundermelons.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Sunset Carrot Nibbles",38263,"Ribbons of thinly sliced sunset carrots dressed with vinegar make for a healthful and serenely wholesome dish.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Carrot Pudding",38264,"To freeze, shred, steam, and bake carrots into this smooth pudding requires both time and skill, but the mouthwatering results are well worth the effort.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Gyros",38265,"A slice of slow-cooked loaghtan meat wrapped in leafy greens and tucked into a pocket of freshly baked bread.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Loaghtan Rump Steak",38266,"If this loaghtan had a heart as tender as its rump, its passing was a tragedy indeed.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Piennolo Tomato Salad",38267,"A bright tomato salad lightly tossed in perilla oil.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Garlean Pizza",38268,"Heaped with Garlean cheese and baked to perfection, this flatbread may well rival certain soups in its ability to move partakers to tears.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Urchin Pasta",38269,"Pasta simmered in cream sauce and topped with a generous portion of king urchin.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"King Urchin Loaf",38270,"King urchin corals mixed with mushrooms and herbs, then returned to the urchin shell and baked until delightfully spongy.

EXP Bonus: +3% Duration: 30m
(Duration can be extended to 60m by consuming multiple servings)"
"Thundermelon",38271,"This fruit is sweet, but its rich and electrifying acidity numbs the tongue."
"Sunset Carrot",38272,"Crepuscular carrots packed with nutrients."
"Prime Loaghtan Rump",38273,"A sumptuous slice of meat cut from a loved and nurtured loaghtan."
"Piennolo Tomato",38274,"A juicy, thick-skinned tomato brimming with essential minerals."
"King Urchin",38275,"A particularly large and meaty urchin, the harvest of which is currently monopolized by a certain fishing association."
"Wild Liverwort",38276,"So wild, in fact, that it grows exclusively in the farthest reaches of the universe.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Star Sea Salt",38277,"From a beach that is no longer a beach on a star that is no longer a star.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Stellar Magnesium",38278,"Hopefully this is not a “seasoning” in the same sense that machine oil is a “meal”...

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Pure Green Quartz",38279,"As colorful and lustrous as the mountains of the Dragonstar─or so Midgardsormr told Hraesvelgr told Vidofnir, anyway.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Methane Egg",38280,"All right, then.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Trona Ore",38281,"A salt-rich mineral to be used in the synthesis of low-grade herbicide.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Mineral Sample",38282,"A sample of minerals which will be tested to determine the purity of water from the wellspring of regret.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Nutrient-rich Ore",38283,"Ore filled with nutrients that are alien to the environment of Elysion.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Clear Rock Salt",38284,"Salt is not commonly known as a coffee additive, but connoisseurs insist that it brings out the beverage's natural sweetness.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Limestone Coral",38285,"A sample of coral taken from the ocean waters of Elysion.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Weighted Agalmatolite",38286,"A heat- and water-resistant stone said to be used for artistic carvings.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Bryophyte",38287,"A variety of moss rich with nutrients suitable for aquaculture.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Elysian Rock Salt",38288,"Naturally occurring salt crystals found in the waters of Elysion. They can be ground to use as seasoning in a variety of dishes.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Diatom Cluster",38289,"A variety of algae believed to be suited to the Karellian palate.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Karellian Black Salt",38290,"A clouded sodium compound harvested from Elysion. Whether its coloring is due to simple environmental factors or the lingering despair of a lost civilization is unclear, though this may be a difference without a distinction.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Salt-like Rock",38291,"Unlike its cousin rock-like salt, this mineral is entirely unfit for consumption.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Supremest Space Oyster",38292,"A mollusk that exceeds all expectations.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Mashable Worm",38293,"This soft-bodied creature is only a mortar and pestle away from becoming a tasty treat for a Miw Miisv.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Pillowy Cosmoclay",38294,"Earthlike substance guaranteed to provide comfort to all squishy corporeal organisms.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Bioluminescent Rock Moss",38295,"A bit of light can do wonders for the mood. Even a dragon's.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Delectable Worm",38296,"A tasty worm for hungry wyrms.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Monumental Whetstone",38297,"A whetstone presumably effective in sharpening the claws of dragons, though the Ea may not appreciate the source used for its extraction.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Metalsand",38298,"Grains of sand rich in metallic minerals, to be mixed into a soil-purifying concoction.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Porous Stone",38299,"According to Stigma-4's infallible calculations, this permeable stone is perfectly suited to the task of polishing dragon fangs.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Prime Alien Onion",38300,"A fresh, pungent vegetable primed to conquer the palate of unwitting life-forms.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Dragonseye Beans",38301,"Replete with amino acids, these legumes smell of the sea...and perhaps slightly of eyeball.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Stellar Cumin",38302,"Despite its alien scent and outerworldly location, this rare spice could not possibly be toxic to mankind...right?

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Sohm Al Bloom",38303,"A flower of the seventh heaven species, bound to provoke nostalgia in particularly ancient dragons.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Methane Blossom",38304,"Those particularly prone to either euphemism or mischief might deem this flower “fragrant.”

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Celestial Grain",38305,"Grain which can only be found among the cosmos. To be used in the synthesis of low-grade herbicide.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Plant Life Sample",38306,"A sample of plant life which will be tested to determine the purity of water from the wellspring of regret.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Withered Grass",38307,"While this grass is nothing to look at, it may hold the key to enriching Elysian soil.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Sweet Nectar",38308,"Sugary nectar is said to dull the natural bitterness of coffee while adding another dimension to its rich flavor.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Elysian Cucumber",38309,"A peculiar sluglike creature found in the ocean waters of Elysion.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Fragrant Greens",38310,"A redolent plant Stigma-4 is 90% certain will satisfy the Grebuloffs, meaning there's a 10% chance you will incur their wrath.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Elysian Seaweed",38311,"A nutrient-rich algae commonly used in aquaculture.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Elysian Kelp",38312,"This saltwater weed can be eaten raw, cooked, or powdered, making it the all-purpose ingredient of choice for many a seafood dish.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Rock Moss",38313,"It is unclear why anyone would consider rock scrapings to be a delicacy, but to argue its delectability would likely fan the flames of another Karellian war.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Karellian Prismatic Wheat",38314,"This brilliant, multicolored crop radiates hope for the future.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Puantplant",38315,"No one likes to say its name and no one wants to eat it. Leave this plant alone for gods' sake.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Supremest Kelp",38316,"A sample of seaweed scientifically proven to be too good for this universe.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Softmoss",38317,"Lichen lickerous to the likes of little Miw Miisv.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Supple Cosmowood",38318,"Wood as soft as the delicate fluttering of a baby Miw Miisv.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Lucent Flower",38319,"A beautiful, radiant flower that may serve as a beacon of hope for dragons residing in Reah Tahra.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"True Dragon Fruit",38320,"Not the other kind.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Cotton-like Plant",38321,"Though the soft thistledown of this plant could, in theory, be used to provide a bed for dragons, the sheer amount that would be required is surely unsustainable.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Elysian Herb",38322,"This plant has medicinal properties that, when mixed with the appropriate ingredients, may create a mixture capable of producing fertile soil.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Fibrous Kelp",38323,"A stringy seaweed theoretically capable of cleaning the interdental spaces of a dragon's mouth─assuming one were brave enough to climb inside of it.

※Only for use in Omicron society quests.
※Not included in the gathering log."
"Soggy Alien Kelp",38324,"So moist it couldn't possibly be less than fresh!

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Stellar Herring",38325,"This fish still smells of the sea, even after all this time. Or perhaps it was the sea that smelled of fish... Yes, definitely the second one.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Meteoric Bonito",38326,"With any luck, this inordinately unsupple fish can at least be boiled for stock without releasing toxic fumes.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Copperscale",38327,"The nigh-luminous green of this wavekin's scales is as beautiful as the peaks of the Dragonstar─assuming the beholder's eye belongs to a dragon, of course.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Methane Puffer",38328,"Of the universe's many unfortunate fish, this is perhaps the worst off.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Chemically Rich Fish",38329,"A species of fish only found out amongst the cosmos─which may be for the best. To be used in the synthesis of low-grade herbicide.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Wildlife Sample",38330,"A sample of wildlife which will be tested to determine the purity of water from the wellspring of regret.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Nondescript Fish",38331,"Hardly a catch worth noting in its own environment, this unremarkable fish may be the key to enriching Elysian soil.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Fresh Seaweed",38332,"The salty tang of dried seaweed is favored by coffee connoisseurs of discerning tastes.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Elysian Nudibranch",38333,"A soft-bodied mollusk found in the ocean waters of Elysion.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Sticky Fingers",38334,"This fish is highly valued for the viscous film secreted over its scales that is said to have shock-absorbing properties.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Elysian Stickleback",38335,"A nutrient-dense saltwater fish often used in aquaculture.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Saltwater Fish",38336,"Despite the myriad flavors to be found in the sea, this fish chose to be salty.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Seaweed Snapper",38337,"Despite its sickly green color, this saltwater fish is considered a delicacy among Karellians, proving even hideous things can be tasty on the inside.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Karellian Fishy Fish",38338,"An aquatic organism that truly embodies the maxim “be yourself.”

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Paraichthyoid",38339,"This creature transcends the concept of “fish,” its chilling gaze daring only the most foolish to consume its flesh.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Supremest Crustacean",38340,"A magnificent shelled organism to be envied and admired.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Babycray",38341,"These crayfish are named both for their miniature appearance and the delightful paste their creamed bodies make for infant Miw Miisv.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Silky Cosmocoral",38342,"A smooth and powdery calcareous deposit perfect for corporeal snuggling.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Chromatic Fish",38343,"This crimson-finned fish is sure to provide some vibrancy to the murky waters of Reah Tahra.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Dragon's Delight",38344,"Research indicates dragons cannot resist the crunchy texture of this bony fish.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Astral Algae",38345,"Though you cannot be certain how this otherworldly clump of algae will prove beneficial to dragons, it's the thought that counts.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Weird Fish",38346,"An entirely alien species of fish containing nutrients that may or may not improve the health of soil.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Cosmic Sponge",38347,"This still very much alive and wriggling sponge can be scrubbed against a dragon's fangs for a proper cleaning, but probably shouldn't be for the sake of both parties involved.

※Only for use in Omicron society quests.
※Not included in the fish guide."
"Azure Framer's Kit",38348,"Tools for enhancing a portrait. Use to unlock embellishments fit for an azure combatant.
[Includes: Background/Frame/Accent]"
"Crimson Framer's Kit",38349,"Tools for enhancing a portrait. Use to unlock embellishments fit for a crimson combatant.
[Includes: Background/Frame/Accent]"
"Season Two Final Conflict Chit",38350,"Documentation of noteworthy accomplishments for Season Two of Crystalline Conflict."
"Season Two Endless Conflict Chit",38351,"Documentation of noteworthy accomplishments for Season Two of Crystalline Conflict."
"Season Two Rising Conflict Chit",38352,"Documentation of noteworthy accomplishments for Season Two of Crystalline Conflict."
"Season Two Final Conflict Framer's Kit",38353,"Tools for enhancing a portrait. Use to unlock embellishments fit for the reigning champion of Crystalline Conflict.
[Includes: Background/Frame/Accent]"
"Season Two Endless Conflict Framer's Kit",38354,"Tools for enhancing a portrait. Use to unlock embellishments fit for the top thirty Crystalline Conflict combatants.
[Includes: Background/Frame/Accent]"
"Season Two Rising Conflict Framer's Kit",38355,"Tools for enhancing a portrait. Use to unlock embellishments fit for the top hundred Crystalline Conflict combatants.
[Includes: Background/Frame/Accent]"
"Season Two Bronze Framer's Kit",38356,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Bronze tier.
[Includes: Background/Frame/Accent]"
"Season Two Silver Framer's Kit",38357,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Silver tier.
[Includes: Background/Frame/Accent]"
"Season Two Gold Framer's Kit",38358,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Gold tier.
[Includes: Background/Frame/Accent]"
"Season Two Platinum Framer's Kit",38359,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Platinum tier.
[Includes: Background/Frame/Accent]"
"Season Two Diamond Framer's Kit",38360,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Diamond tier.
[Includes: Background/Frame/Accent]"
"Season Two Crystal Framer's Kit",38361,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Crystal tier.
[Includes: Background/Frame/Accent]"
"Season Three Final Conflict Chit",38362,"Documentation of noteworthy accomplishments for Season Three of Crystalline Conflict."
"Season Three Endless Conflict Chit",38363,"Documentation of noteworthy accomplishments for Season Three of Crystalline Conflict."
"Season Three Rising Conflict Chit",38364,"Documentation of noteworthy accomplishments for Season Three of Crystalline Conflict."
"Season Three Final Conflict Framer's Kit",38365,"Tools for enhancing a portrait. Use to unlock embellishments fit for the reigning champion of Crystalline Conflict.
[Includes: Background/Frame/Accent]"
"Season Three Endless Conflict Framer's Kit",38366,"Tools for enhancing a portrait. Use to unlock embellishments fit for the top thirty Crystalline Conflict combatants.
[Includes: Background/Frame/Accent]"
"Season Three Rising Conflict Framer's Kit",38367,"Tools for enhancing a portrait. Use to unlock embellishments fit for the top hundred Crystalline Conflict combatants.
[Includes: Background/Frame/Accent]"
"Season Three Bronze Framer's Kit",38368,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Bronze tier.
[Includes: Background/Frame/Accent]"
"Season Three Silver Framer's Kit",38369,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Silver tier.
[Includes: Background/Frame/Accent]"
"Season Three Gold Framer's Kit",38370,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Gold tier.
[Includes: Background/Frame/Accent]"
"Season Three Platinum Framer's Kit",38371,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Platinum tier.
[Includes: Background/Frame/Accent]"
"Season Three Diamond Framer's Kit",38372,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Diamond tier.
[Includes: Background/Frame/Accent]"
"Season Three Crystal Framer's Kit",38373,"Tools for enhancing a portrait. Use to unlock embellishments fit for those in the Crystal tier.
[Includes: Background/Frame/Accent]"
"Windswept Archfiend Totem",38374,"A tiny idol of Barbariccia carved by a lesser voidsent─presumably against its will."
"Unsung Helm of Abyssos",38375,"A stunning but sadly unstoried helmet recovered from Pandæmonium.

Two helms can be traded for special headgear."
"Unsung Armor of Abyssos",38376,"Stunning but sadly unstoried armor recovered from Pandæmonium.

Four suits can be traded for special body gear."
"Unsung Gauntlets of Abyssos",38377,"Stunning but sadly unstoried gauntlets recovered from Pandæmonium.

Two pairs can be traded for special arm gear."
"Unsung Chausses of Abyssos",38378,"Stunning but sadly unstoried chausses recovered from Pandæmonium.

Four pairs can be traded for special leg gear."
"Unsung Greaves of Abyssos",38379,"Stunning but sadly unstoried greaves recovered from Pandæmonium.

Two pairs can be traded for special foot gear."
"Unsung Ring of Abyssos",38380,"A stunning but sadly unstoried ring recovered from Pandæmonium.

One ring can be traded for a special accessory."
"Abyssos Mythos I",38381,"A record of truths and somewhat exaggerated stories surrounding the experiments secreted in Abyssos.

Copies of the same Abyssos Mythos volumes can be traded for special gear."
"Abyssos Mythos II",38382,"A record of truths and somewhat exaggerated stories surrounding the experiments secreted in Abyssos.

Copies of the same Abyssos Mythos volumes can be traded for special gear."
"Abyssos Mythos III",38383,"A record of truths and somewhat exaggerated stories surrounding the experiments secreted in Abyssos.

Copies of the same Abyssos Mythos volumes can be traded for special gear."
"Abyssos Mythos IV",38384,"A record of truths and somewhat exaggerated stories surrounding the experiments secreted in Abyssos.

Copies of the same Abyssos Mythos volumes can be traded for special gear."
"Unsung Blade of Abyssos",38385,"A stunning but sadly unstoried blade recovered from Pandæmonium. Though such weapons were once considered highly valuable, demand has dried up and they are now essentially worthless."
"Moonshine Brine",38386,"A luminous substance produced at the High Crucible of Al-Kimiya. One is probably better off not asking how the alchemical process of enhancing lunar envoy's weapons involves pickling. However, advances in crafting technology have rendered it obsolete."
"Moonshine Twine",38387,"A luminous thread produced at the High Crucible of
Al-Kimiya, used to enhance the properties of lunar envoy's vestments in a thoroughly normal fashion. However, advances in crafting technology have rendered it obsolete."
"Moonshine Shine",38388,"A luminous substance produced at the High Crucible of Al-Kimiya, used to polish lunar envoy's accessories to transcendent perfection. Through copious trial and error, the chances of accoutrements enhanced in such a manner blinding those who look upon them has been reduced to nearly zero. However, advances in crafting technology have rendered it obsolete."
"Ultralight Tomestone",38389,"A surpassingly small means of storing knowledge, this tomestone was clearly devised as a cost-saving measure, and accordingly lacks durability. This particular variety is not as highly sought as it once was, and may no longer be exchanged for other wares."
"Abyssos Weapon Coffer (IL 635)",38390,"A stygian chest containing an Abyssos weapon.

Required level: 90. IL: 635. Weapon type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Head Gear Coffer (IL 630)",38391,"A stygian chest containing a piece of Abyssos attire.

Required level: 90. IL: 630. Head gear type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Chest Gear Coffer (IL 630)",38392,"A stygian chest containing a piece of Abyssos attire.

Required level: 90. IL: 630. Chest gear type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Hand Gear Coffer (IL 630)",38393,"A stygian chest containing a piece of Abyssos attire.

Required level: 90. IL: 630. Hand gear type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Leg Gear Coffer (IL 630)",38394,"A stygian chest containing a piece of Abyssos attire.

Required level: 90. IL: 630. Leg gear type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Foot Gear Coffer (IL 630)",38395,"A stygian chest containing a piece of Abyssos attire.

Required level: 90. IL: 630. Foot gear type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Earring Coffer (IL 630)",38396,"A stygian chest containing an Abyssos accessory.

Required level: 90. IL: 630. Earring type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Necklace Coffer (IL 630)",38397,"A stygian chest containing an Abyssos accessory.

Required level: 90. IL: 630. Necklace type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Bracelet Coffer (IL 630)",38398,"A stygian chest containing an Abyssos accessory.

Required level: 90. IL: 630. Bracelet type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Abyssos Ring Coffer (IL 630)",38399,"A stygian chest containing an Abyssos accessory.

Required level: 90. IL: 630. Ring type determined by current job or class at time of opening. Cannot be opened in instanced areas such as dungeons, PvP areas, or raids."
"Manderville Sword",38400,""
"Manderville Knuckles",38401,""
"Manderville Axe",38402,""
"Manderville Spear",38403,""
"Manderville Harp Bow",38404,""
"Manderville Knives",38405,""
"Manderville Zweihander",38406,""
"Manderville Revolver",38407,""
"Manderville Cane",38408,""
"Manderville Rod",38409,""
"Manderville Index",38410,""
"Manderville Codex",38411,""
"Manderville Torquetum",38412,""
"Manderville Samurai Blade",38413,""
"Manderville Rapier",38414,""
"Manderville Gunblade",38415,""
"Manderville Chakrams",38416,""
"Manderville Milpreves",38417,""
"Manderville Scythe",38418,""
"Manderville Kite Shield",38419,""
"Manderium Meteorite",38420,"This fist-sized hunk of meteorite contains rich deposits of exceedingly rare manderium ore. Provides a small quantity of mineral oil when subjected to a unique extraction and refinement process."
"Ornate Rinascita Cuirass of Fending",38421,""
"Ornate Rinascita Cuirass of Maiming",38422,""
"Ornate Rinascita Jacket of Striking",38423,""
"Ornate Rinascita Jacket of Aiming",38424,""
"Ornate Rinascita Jacket of Scouting",38425,""
"Ornate Rinascita Coat of Healing",38426,""
"Ornate Rinascita Coat of Casting",38427,""
"Magicked Prism (Korpokkur Noggin)",38428,"This peculiar contraption creates illusions by weaving together myriad shades of light. Releases a floating korpokkur, replete with realistic dampness."
"N-7000 Card",38429,"A common (★) card used in the game Triple Triad.
Card No. 349"
"Geryon the Steer Card",38430,"An uncommon (★★) card used in the game Triple Triad.
Card No. 350"
"Gladiator of Sil'dih Card",38431,"An uncommon (★★) card used in the game Triple Triad.
Card No. 351"
"Thorne Knight Card",38432,"An uncommon (★★) card used in the game Triple Triad.
Card No. 352"
"Beatrice Card",38433,"A rare (★★★) card used in the game Triple Triad.
Card No. 343"
"Byregot Card",38434,"A rare (★★★) card used in the game Triple Triad.
Card No. 344"
"Shadowcaster Zeless Gah Card",38435,"A rare (★★★) card used in the game Triple Triad.
Card No. 353"
"Scarmiglione Card",38436,"An epic (★★★★) card used in the game Triple Triad.
Card No. 345"
"Barbariccia Card",38437,"An epic (★★★★) card used in the game Triple Triad.
Card No. 346"
"Chief Keyward Lahabrea Card",38438,"An epic (★★★★) card used in the game Triple Triad.
Card No. 347"
"Hephaistos Card",38439,"A legendary (★★★★★) card used in the game Triple Triad.
Card No. 348"
"Windswept Barding",38440,"A suit of chocobo armor designed to resemble Barbariccia, the archfiend of wind."
"Isle Pioneer's Barding",38441,"A suit of practical chocobo armor custom-made for island pioneers."
"Modern Aesthetics - Tall Tails",38442,"The realm's premier publication on beauty and fashion, this specific copy of Modern Aesthetics covers, in detail, techniques on tying the perfect high ponytail.

Use to unlock a new hairstyle at the aesthetician."
"Modern Aesthetics - Practical Ponytails",38443,"The realm's premier publication on beauty and fashion, this specific copy of Modern Aesthetics covers, in detail, techniques for tying back even the most unruly manes with a minimum of effort.

Use to unlock a new hairstyle at the aesthetician.
Unavailable to female Hrothgar."
"Felicitous Fuzzball",38444,"Its presence is your present, and that's all the effort you're getting from this indolent island mammet.

Use item to acquire the felicitous fuzzball minion."
"Lumini",38445,"This floating ball of fleshy horror was modeled after an Ea who failed to regain full corporeality.

Use item to acquire the lumini minion."
"Clockwork Crimson Chaser",38446,"Painted a sleek shade of red, this miniature machina is a scale replica of the full-size model deployed in military training exercises.

Use item to acquire the clockwork crimson chaser minion."
"Clockwork Cerulean Chaser",38447,"Painted a stylish shade of blue, this miniature machina is a scale replica of the full-size model deployed in military training exercises.

Use item to acquire the clockwork cerulean chaser minion."
"Wind-up Scarmiglione",38448,"Is that hooded gaze regarding you with affection or insatiable hunger? Hard to tell.

Use item to acquire the wind-up Scarmiglione minion."
"Ryunosuke",38449,"Awww, he thinks he's dragons!

Use item to acquire the Ryunosuke minion."
"Pterosquirrel",38450,"Despite its chubby appearance, this bright-eyed companion can glide a surprising distance.

Use item to acquire the pterosquirrel minion."
"Sponge Silkie",38451,"This palm-sized cleaning familiar's only purpose is to scrub things until they shine─tabletops, armor, ear canals, you name it.

Use item to acquire the sponge silkie minion."
